,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.799628607994361,4.585993193545315,4.699171247448612,4.434227289841001,5.04806555175747,4.952199811199036,3.8749870286368626,4.796790435053994,4.628579389549349,4.960489669783109,4.098777465587365,3.791206013541877,4.993447195095433,4.4493010619250475,3.5464983615757006,4.265269347225897,3.0270573415909467,3.4456720077310026,4.426398369752054,4.368775067540408,5.042188753850096,4.748697518851408,3.5700212837224545,4.922571580268438,3.907453509692765,4.251113213147737,4.212704532549118,4.265357651233891,3.0226381386242127,3.825035178984116,3.529235239622891,4.993000824617008,4.984703528703463,4.995162209295874
50,4.388238888523439,4.748378214399756,5.247519714471619,4.019671383268459,5.081205403284184,4.455372112328922,3.101801875173429,4.651906276888217,4.982450361764104,4.985590838064951,3.9498604194730524,4.076446734318126,4.97942971202937,4.422267065257989,4.286186756839908,3.747637251681657,2.6990535064772563,4.031320579110467,4.319441352266771,3.7878299409634937,5.3066970753058404,3.0400561045128485,3.0908854916702664,4.394825431182941,4.9763541917914775,4.9093665668581,4.9750189510419105,4.698958116899143,3.440920957828128,4.135677120525665,2.0792416320449068,2.6473246198347367,3.635957191724499,4.344506505077226
51,4.326609467234066,3.8703843040485584,4.206869726494514,3.527174415139223,4.3048259356528344,4.26839204874986,2.6513697705273405,4.182395454371304,4.020361753341648,3.964627828096784,3.4209898988411926,3.7211243147205617,4.965957847213237,4.007068362152501,3.3170592108921015,4.130252311994175,2.2126187630096457,3.3025170324932565,4.117722265398233,3.3680382040695607,4.119369508118949,3.9919666678427643,3.453145374174056,3.9296569017001217,3.979330723252874,3.983176599553676,3.0319237686247735,3.98761820572842,3.637273223964927,3.4205761529130765,3.1335042385955663,3.371973020732919,3.6860440759886934,4.706439129250806
52,3.9421753716428274,4.128255983277835,3.908954198951334,2.854837628555822,4.818034117445214,3.9176991744940897,3.4245885205988067,3.820507003488405,3.997003569889938,4.94922189215814,2.831347382005743,3.5897577434955346,3.014900212512001,3.3669954949009484,4.096172407966156,2.95123298411945,2.43940328889987,3.3579158969066265,2.611083501286194,4.538217326314191,5.032515151213848,3.9410619081968337,2.5334220326479553,4.458184330298854,3.629627342707803,3.462892795472208,4.96548169011965,3.0357217562153034,2.8043831007123443,4.993622259489404,2.6283493868936465,3.9993574519777924,4.987277281361571,2.1819560191216576
53,4.7730571316222,4.9764241758256125,5.031646131729756,4.279306162799155,5.005120203189049,4.6573403068596395,3.6822024266791535,4.832248894254076,4.9379638917170325,4.989653399577858,4.3898186575911655,4.132522017926755,4.999245322733066,4.36585098387939,3.77720125870985,4.638631024421117,2.8155450435618654,3.4485116183739555,4.306324411248721,3.8774039283204615,4.999013909458271,4.136425947230718,3.9886244159629456,4.811674082507483,4.423134367200001,4.955682486236949,4.4911878930585,4.9889323443726035,3.6307350854888227,4.027895371794419,2.006577761626818,3.7184369174576926,3.7822229014769144,4.996160606075302
54,5.127320651246377,4.811984145680116,4.970243078231768,3.7435172506449144,5.027817136955096,4.875943928512885,3.418228567020007,4.772361766189216,4.982273173284686,5.004859636126305,4.226644648707551,4.949839105497715,5.2060781517396295,5.303185255734309,4.0034405661310375,4.997480445362107,3.0094048688128128,4.208245673689149,4.32462356416289,4.323004998339193,4.778721817376741,4.993209840223985,3.994334660448727,5.0323879931604845,4.806838812031457,4.830797307618406,4.441200298777733,4.979640593729915,4.574046256864268,4.14938806226339,3.4276096120254427,3.706010992364262,4.673328900806579,4.678009684618506
55,3.26296195539074,3.4800632968085816,2.9542908952504834,2.073188645513389,3.7677467086483474,3.465001025739841,2.7805029082779114,2.9879899971466797,3.066048457739532,3.986442184115119,2.6386513669517275,3.34315154592892,3.133847407488561,3.723927376490921,3.0028216799265772,2.8397867066197438,1.4468746694034182,3.165716130236329,2.0298906329323376,4.980031615889253,4.984689065117187,3.9869002588204543,2.50668429429059,3.7085372834048496,2.9022294228893504,2.8432186852643198,3.589914512893383,2.521450803821256,2.4800115158083993,3.998314195239182,3.9844916442164577,4.081485200241615,3.3292277326489876,2.720987787124494
56,4.780844716768529,4.7513058648618784,4.604386715591849,3.4283440713674427,5.085044915555764,4.822659590983904,3.3162370683222764,4.536285772344572,4.930875795059318,5.113355528214916,3.659891147695645,4.948788305158882,4.872168986034583,4.9904777538099925,4.6802437126863,4.029008201653985,2.873707339362043,4.985578787964435,3.8323831701512905,4.87729792420011,5.003107256009976,4.785368086640348,3.120538657532858,4.979360834150464,4.900127598498771,4.517847066937173,4.9929766971208105,4.416258755912374,4.300690892307737,4.653257317089153,3.671939398035351,3.496185893719491,4.602697424351458,3.7133359716326364
57,2.588885311696743,3.750918930673649,2.707813088904234,1.988841181268969,3.4140370943712086,3.078668977101952,2.5558333864075315,2.7982459041641716,2.9518983097858458,3.658138021820152,2.274282816892906,2.670939002071622,3.2366184906772517,2.0139716711839135,3.6431165884260435,2.04456009029239,1.0382544668261566,2.5178659500597598,2.323697521413946,4.986980203958394,4.962053143634973,2.546734177380419,2.997860513898176,3.073453487359452,2.6565860557780296,3.0171667686387047,3.538374113665473,2.2549581239179046,2.0778237737658896,4.972617414291589,2.4799275806341763,3.6230468299277345,1.0243091508900166,3.0649555834840903
58,3.8483972127357586,4.098897881917494,4.00949398813156,3.029007870604808,3.792892746713523,4.229382490772531,2.689300775110768,3.9519195525143807,3.852200007062185,3.9405132591503778,3.6114294835101286,3.873945367354053,4.823967524625782,4.967629481601844,3.1281562841187873,4.058278491332126,3.0115372594016914,3.388822073584571,4.200323608165298,4.98425164407851,5.041680671522738,4.182700817745049,4.176401756828141,3.8870447321705,3.6865887338893053,3.802712201888432,3.711124069529079,3.8020510847517213,3.989326051158694,3.322228331937013,4.313860950388345,4.988227643770387,3.0189500108733514,4.992125199821995
59,4.626047575983549,4.586346798296853,4.1972849812242226,3.0364948122850954,4.774747425282939,4.706617153726244,2.8365877413602987,4.411323341579169,4.265794654514658,4.6407340977185925,3.7045366813916103,4.457717370731668,4.937035800044323,4.989815514853338,3.8301679548246543,4.974004812304493,2.9070865621406523,3.8972630396907046,4.421555646593887,4.020557209588213,4.9992055250865,4.948265543438606,4.135522719323268,4.427075403060169,4.519002387989213,4.287746999405252,3.89165683282116,3.9071598916156263,4.461042004413875,4.971219009029161,4.983045792867966,4.989406733121034,4.936384393585788,5.000442850455716
60,3.7409843824504767,3.2384646205883887,3.811585029498529,2.925064106714195,4.099248650753088,3.7405420405210474,2.869555624830587,3.405825894394217,3.4583478482003636,3.972132781005575,3.4141196461128858,3.2952448262722838,3.8613145818723407,4.9833215073868935,1.905867452791998,3.8336184795961104,2.2816657163937184,2.796438083254037,3.7258746757743393,3.4804083480774755,4.548591405540239,3.736373374412325,2.5744467980731884,3.840459037541163,3.338019900203439,3.2362233842695636,2.871418941020314,3.3488117933909907,2.0282796776677907,2.6910159489377925,4.978646194966854,4.00212900824363,4.9722698631784175,4.981041539318346
61,2.8562780930494913,2.4730679171339687,3.0401371376231814,1.8262410113029492,2.8109134437873005,2.626169903389931,1.2679101856360073,2.488870230036985,2.522914334246912,2.7527168052201074,2.820170167217564,2.9612732682947533,3.066566812509014,4.963048556081934,1.1949187656430296,3.0543987734364455,1.3220029444393984,2.939840296933482,2.419961163180082,2.4021155713555045,3.9811001087888394,2.5668808407513377,1.5157156402813807,2.531938732534848,3.3842722491188955,2.750612959415898,2.408060909050252,2.807355527104085,2.1652292901289583,1.014805709859777,3.981241333956752,2.016778853659601,2.9874380477038756,3.0029022821947615
62,4.43586720339184,3.8663971681993137,4.331174605164527,2.8762022819536517,4.374317651727617,4.554115951897027,2.4413099411015615,4.244441310645513,4.01800936591989,4.252330922479559,3.0794335354849403,4.3101133785334245,4.756984130953374,4.989667800103357,3.812354168395516,4.195007270589483,3.5860376805361738,3.7310936353581017,4.490015584424217,4.989467583311373,4.626917693011376,4.7910992997629664,4.160691226385461,4.074523099296571,4.076058754906315,3.601036748047169,3.802019161618855,3.583402324273765,4.97912985008924,4.177209979901684,4.987889091416554,4.995514350308215,4.990458992508168,4.193081173611437
63,4.353792120887964,4.241038033250149,4.381958416324709,3.6677742501862123,4.181057136100305,4.0980988981646,3.53251817697182,4.3900244805905,4.073497800631465,4.081431946711232,4.229001999285916,3.7086608884892502,4.5158342694834825,4.965212540296616,2.567118987397551,4.971552921845779,2.5893877557791343,2.703132763799684,3.700099175057021,2.9712227540877674,5.129443006711987,4.46440191430155,4.0239748533601105,4.652513810755088,4.006152754308672,4.198127198478866,3.9531416425576786,4.369864899158946,3.6852739794618685,2.0023518461113063,2.023121688140271,4.978955913848643,4.005819156224765,4.999852240086416
64,4.589361424281972,3.532150363303246,3.9221368478022587,3.4764043707932313,3.90572655951605,3.8664351077586065,3.2181663889497463,4.148142059065722,3.609383348961961,3.588472943688792,3.8114475323927755,3.5645474359514004,4.014345456373613,4.771564761688652,1.9710398006727659,4.961572724941161,2.2599502160858185,2.501276723183303,3.2075193478320734,2.0125688595916857,3.9983610444601188,4.965193426858025,3.348963409646451,4.529756980417243,3.705761008910231,3.5814485188321634,3.1146812567038276,3.975247117454713,3.574909373322987,1.0279688772080722,2.006919371382505,4.458650127559375,4.98764609077512,4.002095786518069
65,2.384262348908468,2.263222678879263,2.6317950949080346,2.518176245923388,2.539110314917667,2.628306093139951,1.7191160582386906,2.8274126725861506,2.3205879493860584,2.3126360106917385,2.1222439317861994,1.7856762654280662,2.537608445705474,2.92541477442591,1.5141261051444184,2.5507488142576853,2.9684016848422976,1.8417293347078665,2.857524884067945,2.0106066873916393,2.9833235659655912,2.6303706021037336,2.3748133807435203,2.3751217075193547,2.1626919598385452,2.082739604447763,2.3335621317509894,2.297933273897928,2.553040595765319,1.0126454943278507,1.8242202019681673,3.9844177460865153,2.9978592548885374,3.1555436636398717
66,2.987871520374058,3.1590373840665156,3.5476646864997603,3.115034295828081,3.295229606127415,3.6697773346543228,2.4502633235292577,3.3326182884175606,3.4545636133835536,3.5541563574483597,2.6191139522921523,2.76158610674164,3.5556176544079614,3.1184700807537054,2.8008527768437887,2.5587815082630105,3.97015626859893,2.4912348584718327,4.001963215440473,4.969907266760493,3.0065107130340967,3.186459794286974,3.4684423414578953,2.9951469465768015,2.053258928557729,2.800092090241204,3.023796326667731,3.215107378393495,3.0084840780084874,3.563112503896256,3.2945732902725986,3.9287685933904957,2.957681888597677,3.9863959928492636
67,3.5376481825072146,2.8901659104615884,3.1272664543766298,2.437941787044657,3.8837851127295133,3.1048700233445476,3.2319009686555167,3.2682258681498717,2.7576740566690074,3.3730272130833487,2.7161360211342616,2.6039059314463326,3.1444606829161605,3.6176802299829567,2.030926056827658,3.7171384298052823,1.0193817753057282,1.726102348362943,2.511884228543348,2.0161452896978718,4.9854878873251325,3.7820790234239547,2.5643389792931246,4.0882544579354265,3.2349295570387424,2.670992178731955,2.895224301599435,2.36819212687411,2.009797613158367,1.926273227111385,2.522436316994579,4.97545640598866,4.965327880142458,3.9912137012488396
68,2.290290531943633,2.501227051120757,1.979582152469102,0.8337830231802874,2.379166938067093,2.354278848621192,2.014434951982362,1.846497581932203,2.043985648671305,2.8580532237102148,1.1675681344967321,2.258211177768343,2.109721979629782,1.002131454943545,3.1742705462664875,1.3091479658365368,1.012326045819202,1.0178237500578835,1.8428335581752928,4.97193006557808,2.7908858445964664,2.4536812452187027,2.9422302583752376,2.4571229820757567,1.2838372434206125,1.6514702087390258,2.6255335265264272,1.0654682936536977,1.9039740830310423,4.9633596033255385,2.677352006740501,2.992855931310163,1.9004295559905948,1.012316617317898
69,3.7134469693291647,3.873529087829808,3.822009794951344,3.4496302121296702,4.01687055232992,4.445111131660562,1.5633031006444613,4.114764292074723,4.110045938595815,4.178373673604551,2.519358705983467,3.7091840467827186,3.695603401723251,3.7585283662187035,4.214240144086423,2.5246612177260186,4.961524002093329,4.9651145617421415,3.9919439045676848,4.982794517552563,2.999770349655028,4.001843858184784,2.5895969949872764,3.0594277038614317,3.498089703953471,3.345173166304123,4.266231071333645,3.5120187402775063,4.656163726102707,4.403734577476641,3.7999496486285618,3.303526714130267,3.9181504031704453,2.0249168155597976
70,4.059971291800003,4.493039475684694,3.8514790058994604,3.3482686369175068,4.204156399871728,4.537062258490792,2.294972552915597,4.261358644039473,4.212560148117722,4.055319402748261,3.2183509868474593,3.8391835583453866,5.187028516437236,3.6077765279091087,4.285874482703762,3.7951893776070085,3.0155866179866937,3.9785251400334305,4.955293977345503,4.013444294675685,4.004465866921289,3.7961988240483135,3.882128119748896,3.647161985652878,4.189586887359056,4.1855179060491094,3.5313096753383366,3.7389381431762514,4.046777265300134,4.973621320771801,3.9982719208555793,3.990105046147612,3.013354652970891,4.995133154424066
71,4.260342711198525,4.048082309028652,4.169360060824684,3.1060826450337937,4.449508209603394,3.9435574898881534,2.3626164502783835,4.138827770844508,4.044775710150038,4.016392126593972,3.3460962340673412,3.9521349305182314,4.458809518300594,4.526579815808821,3.506846580432205,4.028588975603065,2.0006635140014155,3.998853051693608,3.708687727240419,2.6302175643852346,4.850007271126998,3.6103220139217505,2.74826576737881,3.9938763622713163,4.943922861587744,4.184610352689635,3.8368661185247634,3.9034143760920004,3.766407009927088,3.0034694625034097,2.7142460869595664,3.0000259039448274,3.8785581526207498,3.9951074246386473
72,2.475059417621503,2.941138478346163,2.888949109456771,2.356933562934452,3.277468078058802,3.276796574590376,1.720667726844287,2.936491691019018,3.205991727969386,3.472900396881502,1.698049502490112,2.6990937301290376,2.5556316549605635,1.9979950397288864,3.50955475187188,2.0758648524037295,3.955827149302675,3.000644621177164,3.018667867797907,3.9995066391437146,2.004111857986679,2.8900229553437953,2.670314769906812,2.4070724079240597,2.0311977455922445,2.5123685089059764,3.0922792082957296,2.6297945635451536,3.5342899674000847,4.963166873411396,2.557930107719778,2.743280857762906,3.114072183209937,2.273459344944207
73,1.3408784689381092,1.8398865181831257,1.2147829235775525,1.119648253351482,1.5183760953903378,1.7155305927019446,0.8845166290627297,1.510200959567706,1.2266350585775694,1.53245238902692,1.5625544941469822,1.2731734785159756,1.9302199952806616,2.341842911715121,0.9137926610786237,1.5995528349536545,0.9871304310982558,1.6085824447956445,1.7608509442102394,2.014231738289729,2.9761800369448994,1.640142426697862,1.4334118473250306,1.3676391723750922,1.6204471276160761,1.4626181825547098,1.43618260786723,1.0872861734170665,1.008772599113786,1.3000883445866778,2.9768289025061376,2.989570826719291,1.0167579924959922,2.540401501534255
74,3.3838051992842506,3.5197050492712187,2.892977272199564,2.2284777831816784,3.286926943879244,3.4142089679601035,2.992933048623234,3.0662666970601227,2.8555714143856785,3.456799660959936,2.7016461817573583,2.8750148509787934,3.7801581997804474,3.1087070964051335,2.9336351466018544,2.7637870694997857,1.0318526811042608,1.993383839163753,2.9827033187875287,4.971629474052543,4.994662197430556,3.6093644037379646,3.4264251608820238,3.7392528863034946,2.6992697872535034,2.7601523414240754,3.223602535833329,2.2136766050707,2.008725162570998,3.453486059862433,3.646617029241971,4.978720526131522,2.5496957379557954,3.5727075404480115
75,4.200384508102676,3.730119787315498,4.037665362719799,2.8508712219464574,3.8589199244958383,4.443046373441568,1.9217524285003795,4.125135062143709,3.7665559893303593,3.78739087791617,2.7787416884804443,3.913255511574955,4.7514482160631175,4.3565603333061,3.812667833656754,3.752898964460348,3.9948272928280213,3.4239719654399883,4.9796186443836,4.993151373414888,3.885457279556115,4.374249968590708,4.376629078370895,3.4998411049585907,3.701143040445352,3.343595410301469,3.4488606108423845,3.261849232308676,4.98051615620193,4.181792696746481,4.9845450285776485,4.993056760469049,4.308613320929888,4.006574746499476
76,3.1778193301956206,2.830261176354618,3.7778226999791356,3.3468941330934032,3.4821186517392486,3.5872979104451153,2.2659989969250516,3.5967271145889357,3.411906895096084,3.2120156953912447,2.8584776781800345,2.7270797932791218,3.770131029955027,3.9560587380691126,2.0829541477937523,3.476856054657071,3.9704998601366794,2.5632899305512353,4.246187464859062,2.9031310527234693,3.1128949097957594,3.2652581804887855,3.1900230187100824,3.0677965560744718,2.770619510088929,2.9676439930284797,2.5487036170450192,3.5491975401938545,3.3583921051475762,2.012146440421591,2.995211892344452,3.999883076807261,3.9886682576057457,4.976682278321876
77,3.7113570239754035,3.176409682770914,4.036122906884266,2.8160884972826574,3.2170076163289423,3.6419239739804077,2.646678995551799,3.4902507607910707,3.220893627632475,3.310702681768579,3.0017155119635532,2.8593971749402782,4.4117204412656115,3.6599682575792634,2.428277811230944,3.376568673225135,2.998622493508449,1.0302242535109347,4.966286682967829,4.978291856496083,3.9910264702141434,3.174786440717348,4.797276422727832,3.3799173457288205,2.489561676829601,2.9282839357442216,2.6550440921271004,3.0250169565604867,2.938840661049885,3.0062127158979886,3.990505651081243,5.000490688700214,3.2938948646571298,4.990098436694961
78,2.7076872224592776,2.536524351469718,2.8263782382089837,1.759038765361902,3.0134172832278026,2.446839876745621,1.9021534325548992,2.7408063102878626,2.4685085911503957,2.6315965296032386,1.9750645042356028,2.5035052293910423,2.839465361252425,2.710728178470564,2.4851581680532573,2.808035232593585,1.0093262875346989,2.0041782182433217,1.9678767851655161,2.0060008229987645,3.9694218174092875,2.5426253833202397,2.4415946867165816,2.854954119336837,3.108431920368179,2.569564861639246,2.6893130833140857,2.3164434855858342,2.9706126064692455,2.055275576855567,1.0096989294379959,2.880968635487122,2.5383883455508554,2.6150090889439666
79,3.9401873872520192,3.955182041073725,4.496801589181693,3.863901969135827,4.079582846394552,4.258853849057541,2.712653713203706,4.124992511056369,4.143336510226225,4.221242972723595,3.4173229258934543,3.2205645268066188,4.398053584444749,3.858188670598066,3.172855206254179,3.151290341543327,3.975875435785767,2.8394278946716605,4.965069789098645,4.982779524265626,3.987227223638152,3.262289230571412,3.75314832905733,3.581776810926832,3.158197368471277,3.6979463833166544,3.688140320656315,3.8987200849905745,3.0197530782790407,3.7126833378200805,3.5992619670829487,4.007881245306919,3.539244143266378,4.548815672013164
80,3.672608758495866,2.54141415885399,4.095159099214859,3.294817537117372,3.2139479027301516,3.508540998115019,2.1283739184009502,4.065528985463778,3.2757114902313464,2.7113430663261244,2.2699809279925622,2.4641752703096884,3.6657046486678007,2.787828007117834,2.650639139488783,3.8353240007859557,4.967428054359264,1.026959118256868,4.973868602764721,2.0209639071142025,2.0032140583097098,3.458328493587869,4.70722847976377,3.106312151002043,2.5932074958281426,2.6200229359461167,2.6027789843117106,3.198000059289768,4.973351558938221,1.915759230122843,1.0184142046453801,4.979507906100914,4.983617912140121,4.000716002609259
81,4.160986672131674,3.1929916049732805,4.370572164816196,2.5244823108928074,4.428314815189042,3.9657339022938283,1.9026545094985852,3.805268638769953,4.033884697147691,4.135755711394376,2.335429746568433,4.325004671965148,3.9882125722465203,4.093588733516537,4.112895850140021,3.4376459228516953,3.009132385237576,3.990151151311676,3.487644844027331,3.978338303900132,3.3258507296835544,3.8979107563969313,2.8767342879689144,3.6132741712852945,4.14220200605268,3.4440047387158756,3.5554288087950106,3.6504386324516074,4.965737512370211,4.307779880429688,3.2817999176023536,2.0272542066020875,4.972416953512618,2.537425726054899
82,3.952037713493662,4.143718802467266,3.7696263740658513,3.308961688516261,4.41743051751266,3.9893597670318046,2.801677857908886,4.026632119306529,3.913265228694617,4.177888081315494,3.4493297506730807,3.633511984215197,4.068647908084641,4.234925365233824,3.2486858503005376,3.8696861189504563,2.0000152070275536,3.984344018106418,3.0308808139575376,3.0102192987439214,4.979568967792731,3.985643726295236,2.516597353469133,4.076833129361594,4.257602162855557,3.984861898588394,3.890454942703835,3.761478570802757,3.201421100586247,3.158278315427256,2.640431529601425,3.617372872027137,3.6488093377746953,3.8961577848887665
83,3.8661683632121018,4.246123564236356,3.550990308665972,3.320670980885708,4.428694533599811,4.59974777283078,2.455190268824431,4.199983328493516,3.993059028058984,4.1807509933461295,3.3074238200874486,3.9326399837196044,4.720569460099814,4.894223291174915,3.6121461642947112,3.9780638245869695,3.145340487772075,4.962380626927603,4.003190089237369,4.007193290946194,4.999957662504236,4.672586920776892,2.920956388117563,3.9133974626153667,4.300913975256915,3.8473983534858007,3.734849735772258,3.608458033479862,4.001123660058672,3.8414573496548163,4.984773779376516,4.981998368427027,4.000518409341986,4.988293663896782
84,3.3503089536048174,2.770120300346572,3.031673022199513,2.0458366522448608,3.1142784220209374,3.809135494084924,0.8649334980291374,3.241691958497298,3.168285317627901,3.0125736643570287,1.8224039289793839,3.693607696055098,3.872025566709917,3.781176247085432,3.5142793952747375,2.9860037714469128,3.8139979103765604,3.980824928658296,3.9974162986987443,3.9895487264795193,2.0261581232881056,3.9759134800829745,3.0162734168345136,2.506386641215242,3.168668031547392,2.587733028496218,2.520874934775892,2.7079105808808537,4.973333526350684,3.962144274849993,4.978694553612534,3.1188120063092115,3.9911948785159024,2.7340606346665015
85,3.451152011037145,3.2566540467165077,3.4275151350982513,2.7568975037957744,3.1585269110112297,3.6508067092255287,2.550314817600576,3.4188919794221473,3.1222261160319102,3.3094183678293767,2.673844294781067,2.8547571650916925,3.901085389600093,3.360516570838073,2.8097597790301454,2.8831090974839806,2.956201280323777,2.0017516844249617,3.9824909273801077,4.9710181269091755,3.908725282031346,3.599366718460503,3.937731571899457,3.3666390948193827,2.467875338155203,2.7087285121927356,3.0907726815009138,2.719411591565256,3.0689549848571938,3.0102303160007398,3.5518384531002307,4.985609303166074,3.077586372706606,3.7698693674020274
86,3.7407389263299162,4.084760598728096,4.367059284613452,4.124420992382297,4.479070879325668,4.20375978048488,2.9573488192502007,4.420399330958908,4.544120841303573,4.12269541519432,3.3512988729671958,3.528287232794681,4.60973127148522,3.498612790422107,3.814208678669883,3.701269511315489,3.3031016670512807,3.9685143814094337,3.9842049540486624,2.992222800344002,3.9030175611263282,3.4534234452220947,3.14166162206139,3.9362649667576934,4.025745263846654,4.2863418281023735,3.7922122163203182,4.600578980145971,3.9887378499496586,3.2673926895950833,1.031066059394928,3.0018463629716816,3.0014455599572427,4.977664373765753
87,2.9555447656071556,3.241987540406536,3.495297116053596,2.82829916751257,3.958761585893041,3.1334880710507873,3.802063427669072,3.1930569969512166,3.3395101511228864,3.916825512568767,2.7826056697008137,2.67998216922443,3.059936616478119,2.8513757308846945,2.7226197731473434,2.8984935084946897,1.5018101578587746,1.9780698352462784,2.029109592262818,3.9691181560571738,4.9840514203707205,3.2289369105714596,2.854528206113688,4.069342245727886,2.516601112390834,3.006562554198262,3.541330136871523,3.120752674275156,2.0396065178992195,2.9993118509081746,1.0237824788977585,3.9954851953642643,2.98740935459927,3.9747483365887084
88,3.7069303532700717,3.512391388959085,3.4302362250124987,2.279464016550173,3.8072564779541227,3.875925569784955,1.9824143135238077,3.610799981183973,3.2028393744294728,3.5681932677344577,2.7641817953493555,3.602354934236648,4.2337388063697015,4.6194601493148095,3.0939933577107666,3.7941802255463335,2.4788986051421977,3.4203574149318676,3.7697826802038414,4.009682269804295,4.979060401758635,4.106874678490667,3.4502849835408895,3.4636130894067696,3.883892608166093,3.1743284931790896,3.216959226413193,2.787281722980047,3.983473929318103,3.468228421748829,4.974548874135061,4.991850974189801,4.0009233411671214,4.159873886932801
89,3.977501546624016,3.414785347345375,3.523361598077081,2.3384743798459406,4.046385163759446,3.729635164398335,2.779085328813215,3.506014380947726,3.1648550381255935,4.1041838502169075,2.484921368420634,3.3232099253406986,3.1686000215295462,3.763863596074108,3.293611806267479,2.907649860604448,2.2526540333233265,2.6458376472543326,2.8424478626617535,4.981737339891972,4.98050363536053,4.260682110013661,2.97821439575215,3.997049170685708,3.174229875683785,2.6591821406748926,4.01912937974164,2.2765355828495863,3.006351690384888,3.7771095217429718,3.9933081164345867,4.986610527886714,4.974862483317157,2.0245983531223475
90,3.1421819239851767,2.4274504951329496,3.1719675026446743,2.087361961446976,3.269479983072518,2.8420576695092685,1.8175424759030618,3.148663571332195,2.799436490682233,2.829017493991782,1.7623559809917206,2.7739947346520526,2.789682557559498,2.708458715135089,2.9174701882774836,2.953221906338746,2.324042727629462,2.2692092255438245,2.457531311457834,2.004899004742096,2.9885284899239415,3.15497001466834,2.625227737552378,2.99929476376073,3.0996081432907383,2.460706965292113,2.8865406435645253,2.500528727051828,3.9679523230306457,2.3417766627229355,1.0146633232004536,2.9953292164650467,3.9821229125148996,2.0076218876143095
91,3.586797414621317,2.8938186663193326,3.136808629487477,1.9888525621713904,3.6447974782064456,3.468449455378436,2.1002568999931266,3.1589246986728607,2.953656136723861,3.5875710658753333,1.981787268073986,3.1974829780697487,2.9863046594505525,3.2728686074936064,3.2060983274721218,2.837839096019602,2.568063004224816,2.6399030378206665,2.9929783637839567,3.9954631124842055,3.459640654939545,3.923080552451214,2.7690557684677155,3.3472314294196903,2.9022689442572918,2.3884957802178484,3.2059162301740525,2.146321602857289,3.3576462777278193,3.987489683875745,3.9882337141268245,3.990477096142811,4.971766100724254,2.0148895939370517
92,2.4163066060870566,3.3153263140086,2.9676531188220863,2.778083712440599,3.1429198233376856,2.796909240750024,3.0308236812081213,2.977963761905812,2.892926491112418,3.0372023123576826,2.9633232059293286,2.1115003032561113,3.4808541171824605,2.7313710158264484,2.122098398228322,2.8703404657161173,1.1300136290065854,1.79575925614489,2.5612183703036617,2.994469942173776,4.96961983332059,2.3226202431958023,2.97922452084731,3.2449572377370184,2.6152017408000594,3.144839244449778,2.8656940929075922,2.9851345085512695,1.633767013904637,2.0717094172437838,1.0160387925395757,3.9911828737739152,1.021347138428719,4.9742097187429515
93,3.028066684508615,2.9381018063128295,3.2738118660623425,2.5819105034245537,3.962519158135035,3.1135817004252258,2.5158141811339396,3.1554675129791074,3.183962514661029,3.5206409055991874,2.510291362942085,2.7670957361507575,3.1458171602612346,3.2587772714511933,2.5479779069073674,3.2103166680984323,1.7484914557487665,2.774364637613243,2.6661128876800144,2.01551918313994,3.984896090094576,2.928573822373632,2.012856003245224,3.3468226397412355,3.3148487164239473,3.047652331967605,2.819404856903308,2.9536925210405625,2.3858393406779066,2.982946158014201,2.2903679065181795,2.9306359575748164,3.9811579261580516,3.981074523226896
94,2.3278086367363584,2.443049799809605,1.982568259916952,1.6343721405924174,2.0169936665042028,2.8466577294647286,1.4942255945589522,2.3294383316830554,1.908243490990111,2.128289564220304,2.1466419673629233,2.2138554693378385,3.34741906276634,3.516965232530632,1.5689599018777434,2.54348730857702,2.072031356855345,1.9634785738610394,3.2737813799758,3.9897174850083714,3.5879181660311814,3.1207410592603546,3.0881773347051933,2.2508826563736544,1.9395559343597226,1.867137929479017,1.7875865971967435,1.663771049811414,2.2963885314119126,2.0138647524540123,4.969825195678794,4.979170084030571,2.012843535160831,3.98946184829488
95,3.9036522926989727,3.777544958177511,3.00540365838944,2.6059100315794557,3.6065440087882186,4.223615615134824,2.708931826018964,3.6611499286661493,3.498958512075479,3.826286484637191,2.5073714419965634,3.62884642070673,3.9008671992002903,2.9520195726366643,3.922875089467925,3.3908821889584475,3.1671933487958475,3.0376098264142177,3.624272551906783,4.991010592999144,3.022849519853585,4.964689794489673,3.9693307320498468,3.8279604614242766,2.6412316324946827,2.923125733862,3.3432545388852475,2.7612840431734895,4.065259449231003,4.977649545115175,3.997255608075171,4.98444528323087,4.000808938211407,3.0028947817704656
96,1.1581268456286264,1.3770859764562173,1.356433129859218,1.7316823981071958,1.2168624583488286,1.723254598041878,1.5983894655551372,1.6500254927472806,1.5070640736920122,1.09982949973814,1.4166466511605524,0.9222350241455142,2.245072901015038,1.1647906694903627,0.8825146927398908,1.9317240841041206,1.907145402021584,0.4534248282020044,2.4895116890741287,1.2539992324572151,1.02797383012265,1.6754892422881231,2.4692339439131064,1.5235022707793306,0.6313915050866672,1.3305369450158944,0.5953001152019488,1.6631880292671706,1.4788796975633025,0.9974132113027185,1.007426891458843,2.9769265935996327,1.0044826281598644,3.9632660856201576
